2,"SELECT ObjID, ra, dec into mydb.MyTable_part1 from Galaxy as G WHERE ra> # and ra< # and G.lnlDev_r > G.lnlExp_r and G.lnlExp_r > # and (G.flags & (dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) )) > # and (G.flags & (dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) )) ! = dbo.fPhotoFlags (#) and (G.flags & (dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) )) = # and G.petroMag_z < #"
2019-08-12 00:18:00,1
2019-08-12 00:19:00,1
