3,"select top # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.z as redshift, s.specobjid, s.plate, s.mjd, s.fiberid from star p, specobj s where p.objid = s.bestobjid and (p.g BETWEEN # AND #)"
2019-12-13 07:14:00,1
2019-12-13 07:18:00,1
2019-12-13 07:19:00,1
