16,"select top # ra as X_WIN, dec as Y_WIN, psfMag_u as MAG_AUTO, psfMagErr_u as MAGERR_AUTO from PhotoObj where (ra between # and #) and (dec between # and #)"
2019-03-17 09:07:00,1
2019-03-17 09:08:00,1
2019-03-17 12:08:00,1
2019-03-17 12:26:00,1
2019-03-17 12:30:00,1
2019-03-17 12:31:00,1
2019-03-17 12:32:00,2
2019-03-17 12:35:00,1
2019-03-17 12:36:00,1
2019-03-17 12:37:00,1
2019-03-18 11:01:00,1
2019-03-18 11:14:00,2
2019-05-09 15:35:00,1
2019-05-09 15:37:00,1
