4504,SELECT TOP #
2019-03-08 18:49:00,2
2019-03-08 18:54:00,1
2019-03-08 18:55:00,2
2019-03-10 23:04:00,1
2019-03-11 15:35:00,1
2019-03-11 16:04:00,1
2019-03-11 17:48:00,1
2019-03-11 22:18:00,1
2019-03-12 05:01:00,1
2019-03-12 15:26:00,1
2019-03-13 17:32:00,1
2019-03-14 16:29:00,1
2019-03-14 17:31:00,1
2019-03-14 18:13:00,1
2019-03-14 21:06:00,1
2019-03-17 09:28:00,1
2019-03-17 11:59:00,1
2019-03-17 15:00:00,1
2019-03-17 18:39:00,1
2019-03-17 22:03:00,1
2019-03-18 11:48:00,1
2019-03-20 10:25:00,2
2019-03-20 17:06:00,1
2019-03-20 18:40:00,1
2019-03-20 20:49:00,1
2019-03-20 21:23:00,1
2019-03-21 00:09:00,1
2019-03-21 13:43:00,1
2019-03-21 17:13:00,1
2019-03-21 17:16:00,1
2019-03-21 17:17:00,1
2019-03-21 17:26:00,1
2019-03-21 17:27:00,1
2019-03-23 19:05:00,1
2019-03-23 21:41:00,1
2019-03-24 01:03:00,1
2019-03-24 14:57:00,1
2019-03-24 15:08:00,1
2019-03-24 15:15:00,1
2019-03-25 14:45:00,3
2019-03-25 14:51:00,1
2019-03-25 14:52:00,1
2019-03-25 15:47:00,1
2019-03-25 15:51:00,1
2019-03-25 15:53:00,1
2019-03-25 19:22:00,2
2019-03-25 19:24:00,3
2019-03-25 19:27:00,1
2019-03-25 19:28:00,2
2019-03-25 19:29:00,7
2019-03-25 19:30:00,2
2019-03-26 14:52:00,1
2019-03-26 21:07:00,1
2019-03-26 21:52:00,1
2019-03-27 01:04:00,1
2019-03-27 01:18:00,1
2019-03-27 17:39:00,1
2019-03-27 19:28:00,1
2019-03-27 20:08:00,1
2019-03-27 20:10:00,1
2019-03-27 20:11:00,2
2019-03-27 21:23:00,1
2019-03-28 17:02:00,1
2019-03-28 21:39:00,1
2019-03-29 15:16:00,1
2019-03-29 23:43:00,1
2019-03-30 01:16:00,1
2019-03-30 02:05:00,1
2019-03-30 12:32:00,1
2019-03-30 12:34:00,2
2019-03-30 12:35:00,1
2019-03-30 12:37:00,1
2019-03-30 12:38:00,1
2019-03-30 12:39:00,3
2019-03-30 12:40:00,1
2019-03-30 12:43:00,1
2019-03-30 12:48:00,1
2019-03-30 12:57:00,1
2019-03-30 13:01:00,1
2019-03-30 13:02:00,2
2019-03-30 13:03:00,1
2019-03-30 13:04:00,2
2019-03-30 13:05:00,3
2019-03-30 13:06:00,1
2019-03-30 13:07:00,1
2019-03-30 13:08:00,2
2019-03-30 13:15:00,1
2019-03-30 13:16:00,2
2019-03-30 13:18:00,2
2019-03-30 13:19:00,2
2019-03-30 13:20:00,1
2019-03-30 13:22:00,1
2019-03-30 13:23:00,1
2019-03-30 13:24:00,1
2019-03-30 13:33:00,1
2019-03-30 13:34:00,2
2019-03-30 13:37:00,1
2019-03-30 13:46:00,1
2019-03-30 13:47:00,1
2019-03-30 14:40:00,2
2019-03-31 13:40:00,1
2019-03-31 22:46:00,1
2019-03-31 22:47:00,1
2019-04-01 23:47:00,1
2019-04-02 05:30:00,1
2019-04-02 08:06:00,1
2019-04-02 12:07:00,1
2019-04-03 09:32:00,1
2019-04-03 09:33:00,3
2019-04-03 09:34:00,4
2019-04-03 09:35:00,4
2019-04-03 09:36:00,4
2019-04-03 09:37:00,1
2019-04-03 09:39:00,1
2019-04-05 01:51:00,1
2019-04-05 05:04:00,1
2019-04-05 11:06:00,1
2019-04-05 14:45:00,1
2019-04-08 03:01:00,1
2019-04-08 13:04:00,1
2019-04-08 20:23:00,1
2019-04-08 20:24:00,2
2019-04-08 20:26:00,1
2019-04-08 23:04:00,1
2019-04-09 01:10:00,1
2019-04-09 02:10:00,1
2019-04-11 08:09:00,1
2019-04-11 17:07:00,1
2019-04-12 08:13:00,1
2019-04-12 17:12:00,1
2019-04-12 17:40:00,1
2019-04-12 17:41:00,1
2019-04-12 17:47:00,1
2019-04-13 08:42:00,1
2019-04-13 08:44:00,1
2019-04-14 12:28:00,1
2019-04-14 19:05:00,1
2019-04-16 01:14:00,1
2019-04-16 01:16:00,1
2019-04-16 01:17:00,2
2019-04-16 01:30:00,1
2019-04-16 01:45:00,1
2019-04-16 06:28:00,2
2019-04-17 09:27:00,1
2019-04-17 18:20:00,1
2019-04-17 19:50:00,1
2019-04-18 02:21:00,1
2019-04-19 12:07:00,1
2019-04-21 00:06:00,1
2019-04-21 04:42:00,1
2019-04-22 22:47:00,1
2019-04-24 00:06:00,1
2019-04-24 05:27:00,1
2019-04-24 18:51:00,1
2019-04-25 14:40:00,2
2019-04-25 14:44:00,1
2019-04-26 03:46:00,1
2019-04-26 03:48:00,1
2019-04-26 03:56:00,1
2019-04-26 03:57:00,1
2019-04-26 04:00:00,1
2019-04-26 04:01:00,1
2019-04-26 09:54:00,1
2019-04-27 09:07:00,1
2019-04-28 05:51:00,1
2019-04-30 11:05:00,1
2019-04-30 12:36:00,1
2019-04-30 12:40:00,1
2019-04-30 17:47:00,1
2019-05-01 07:31:00,1
2019-05-01 10:30:00,5
2019-05-01 10:31:00,3
2019-05-01 10:44:00,2
2019-05-01 10:45:00,1
2019-05-01 10:52:00,2
2019-05-01 10:53:00,1
2019-05-01 10:55:00,1
2019-05-03 03:21:00,1
2019-05-03 03:22:00,1
2019-05-03 13:07:00,1
2019-05-04 08:30:00,1
2019-05-05 02:29:00,1
2019-05-06 15:27:00,1
2019-05-06 15:49:00,1
2019-05-07 11:20:00,1
2019-05-07 15:10:00,1
2019-05-09 09:29:00,1
2019-05-09 09:30:00,2
2019-05-09 09:31:00,1
2019-05-09 09:42:00,3
2019-05-09 10:22:00,1
2019-05-09 13:46:00,2
2019-05-09 13:47:00,3
2019-05-09 16:09:00,1
2019-05-10 06:55:00,2
2019-05-10 06:57:00,1
2019-05-10 07:00:00,1
2019-05-10 07:08:00,1
2019-05-10 07:29:00,1
2019-05-10 08:11:00,1
2019-05-10 16:48:00,1
2019-05-12 17:49:00,3
2019-05-12 18:09:00,1
2019-05-13 10:55:00,1
2019-05-13 19:57:00,1
2019-05-15 17:03:00,1
2019-05-15 21:10:00,1
2019-05-15 21:32:00,1
2019-05-15 22:04:00,1
2019-05-16 16:56:00,1
2019-05-16 20:57:00,1
2019-05-17 09:14:00,1
2019-05-17 09:15:00,2
2019-05-17 09:17:00,1
2019-05-17 12:32:00,1
2019-05-18 23:03:00,1
2019-05-19 08:50:00,1
2019-05-20 01:56:00,1
2019-05-20 16:39:00,1
2019-05-21 02:51:00,1
2019-05-21 11:17:00,3
2019-05-21 11:18:00,2
2019-05-21 11:19:00,1
2019-05-21 11:20:00,2
2019-05-21 11:22:00,1
2019-05-22 00:08:00,1
2019-05-22 09:52:00,2
2019-05-23 02:13:00,1
2019-05-23 02:51:00,1
2019-05-23 03:00:00,1
2019-05-23 03:03:00,1
2019-05-23 03:04:00,1
2019-05-23 03:06:00,1
2019-05-23 03:12:00,1
2019-05-23 15:57:00,1
2019-05-24 12:06:00,1
2019-05-24 16:01:00,1
2019-05-24 20:19:00,1
2019-05-25 04:03:00,1
2019-05-25 19:38:00,1
2019-05-25 19:39:00,1
2019-05-26 05:01:00,1
2019-05-28 05:03:00,1
2019-05-28 11:30:00,1
2019-05-28 12:29:00,1
2019-05-28 17:37:00,1
2019-05-29 06:18:00,1
2019-05-29 23:13:00,2
2019-05-29 23:14:00,1
2019-05-30 18:59:00,1
2019-05-30 19:01:00,1
2019-05-31 07:04:00,1
2019-05-31 14:51:00,1
2019-06-01 06:48:00,1
2019-06-03 08:03:00,1
2019-06-03 18:11:00,1
2019-06-03 20:07:00,1
2019-06-03 20:21:00,1
2019-06-04 03:28:00,1
2019-06-04 07:46:00,1
2019-06-04 12:50:00,1
2019-06-06 09:03:00,1
2019-06-07 12:22:00,1
2019-06-07 12:38:00,1
2019-06-07 12:41:00,1
2019-06-07 12:42:00,1
2019-06-07 17:43:00,1
2019-06-09 10:03:00,1
2019-06-09 12:20:00,1
2019-06-09 21:15:00,2
2019-06-10 19:37:00,1
2019-06-12 08:50:00,1
2019-06-12 08:53:00,1
2019-06-12 08:54:00,1
2019-06-12 09:40:00,1
2019-06-12 09:41:00,1
2019-06-14 00:46:00,1
2019-06-15 15:05:00,1
2019-06-16 12:13:00,1
2019-06-18 04:22:00,1
2019-06-18 16:03:00,1
2019-06-18 16:45:00,1
2019-06-21 17:03:00,1
2019-06-21 19:52:00,1
2019-06-24 19:03:00,1
2019-06-24 20:46:00,1
2019-06-25 13:06:00,1
2019-06-26 10:08:00,1
2019-06-27 08:25:00,1
2019-06-27 20:03:00,1
2019-06-28 18:12:00,1
2019-06-30 17:27:00,1
2019-06-30 23:03:00,1
2019-07-01 20:02:00,1
2019-07-02 06:00:00,1
2019-07-02 19:29:00,4
2019-07-02 19:42:00,4
2019-07-02 19:51:00,4
2019-07-02 19:58:00,4
2019-07-02 20:04:00,4
2019-07-02 20:09:00,3
2019-07-02 20:10:00,1
2019-07-02 20:14:00,4
2019-07-02 20:19:00,4
2019-07-02 20:38:00,4
2019-07-02 20:44:00,3
2019-07-02 20:45:00,1
2019-07-02 20:51:00,4
2019-07-02 21:00:00,4
2019-07-02 21:09:00,4
2019-07-02 21:12:00,4
2019-07-02 21:15:00,4
2019-07-02 21:18:00,4
2019-07-02 21:21:00,4
2019-07-02 21:24:00,4
2019-07-02 21:27:00,4
2019-07-02 21:30:00,4
2019-07-02 21:33:00,4
2019-07-02 21:45:00,4
2019-07-02 21:48:00,4
2019-07-02 21:51:00,4
2019-07-02 21:54:00,4
2019-07-02 22:00:00,4
2019-07-02 22:03:00,4
2019-07-02 22:09:00,4
2019-07-02 22:15:00,4
2019-07-02 22:18:00,4
2019-07-02 22:24:00,4
2019-07-02 22:27:00,4
2019-07-02 22:32:00,1
2019-07-02 22:33:00,4
2019-07-02 22:36:00,4
2019-07-02 22:39:00,4
2019-07-02 22:42:00,4
2019-07-02 22:45:00,4
2019-07-02 22:48:00,4
2019-07-02 22:51:00,4
2019-07-02 22:57:00,4
2019-07-02 23:00:00,4
2019-07-02 23:03:00,4
2019-07-02 23:12:00,4
2019-07-02 23:18:00,4
2019-07-02 23:22:00,4
2019-07-02 23:24:00,4
2019-07-02 23:27:00,4
2019-07-02 23:30:00,4
2019-07-02 23:33:00,4
2019-07-02 23:36:00,4
2019-07-02 23:41:00,4
2019-07-02 23:44:00,3
2019-07-02 23:45:00,1
2019-07-02 23:48:00,4
2019-07-02 23:51:00,4
2019-07-02 23:54:00,4
2019-07-02 23:57:00,4
2019-07-03 00:00:00,4
2019-07-03 00:03:00,4
2019-07-03 00:06:00,4
2019-07-03 00:15:00,2
2019-07-03 00:19:00,1
2019-07-03 00:21:00,4
2019-07-03 00:24:00,4
2019-07-03 00:27:00,4
2019-07-03 00:30:00,4
2019-07-03 00:36:00,4
2019-07-03 00:42:00,4
2019-07-03 00:54:00,4
2019-07-03 00:57:00,4
2019-07-03 01:03:00,4
2019-07-03 01:06:00,4
2019-07-03 01:09:00,4
2019-07-03 01:12:00,4
2019-07-03 01:15:00,4
2019-07-03 01:18:00,4
2019-07-03 01:30:00,4
2019-07-03 01:33:00,4
2019-07-03 01:36:00,4
2019-07-03 01:39:00,4
2019-07-03 01:42:00,4
2019-07-03 01:45:00,4
2019-07-03 01:48:00,4
2019-07-03 01:54:00,4
2019-07-03 01:57:00,4
2019-07-03 02:00:00,4
2019-07-03 02:03:00,4
2019-07-03 02:06:00,4
2019-07-03 02:09:00,4
2019-07-03 02:21:00,4
2019-07-03 02:24:00,4
2019-07-03 02:30:00,4
2019-07-03 02:33:00,4
2019-07-03 02:36:00,4
2019-07-03 02:39:00,4
2019-07-03 02:42:00,4
2019-07-03 02:45:00,4
2019-07-03 02:54:00,4
2019-07-03 02:57:00,4
2019-07-03 03:00:00,4
2019-07-03 03:03:00,4
2019-07-03 03:06:00,4
2019-07-03 03:12:00,4
2019-07-03 03:15:00,4
2019-07-03 03:22:00,1
2019-07-03 03:23:00,2
2019-07-03 03:24:00,5
2019-07-03 03:27:00,4
2019-07-03 03:30:00,4
2019-07-03 03:36:00,4
2019-07-03 03:45:00,4
2019-07-03 03:48:00,4
2019-07-03 03:51:00,4
2019-07-03 03:54:00,4
2019-07-03 03:57:00,4
2019-07-03 04:03:00,4
2019-07-03 04:06:00,4
2019-07-03 04:09:00,4
2019-07-03 04:12:00,4
2019-07-03 04:21:00,4
2019-07-03 04:24:00,1
2019-07-03 04:30:00,4
2019-07-03 04:33:00,4
2019-07-03 04:42:00,4
2019-07-03 04:48:00,4
2019-07-03 04:51:00,4
2019-07-03 04:57:00,4
2019-07-03 05:03:00,4
2019-07-03 05:06:00,4
2019-07-03 05:09:00,4
2019-07-03 05:12:00,4
2019-07-03 05:15:00,4
2019-07-03 05:18:00,4
2019-07-03 05:27:00,4
2019-07-03 05:30:00,4
2019-07-03 05:33:00,4
2019-07-03 05:36:00,4
2019-07-03 05:39:00,4
2019-07-03 05:45:00,4
2019-07-03 05:48:00,4
2019-07-03 05:51:00,4
2019-07-03 06:06:00,4
2019-07-03 06:18:00,4
2019-07-03 06:21:00,4
2019-07-03 06:24:00,4
2019-07-03 06:27:00,4
2019-07-03 06:30:00,4
2019-07-03 06:33:00,4
2019-07-03 06:39:00,4
2019-07-03 06:42:00,4
2019-07-03 06:48:00,4
2019-07-03 06:51:00,4
2019-07-03 06:54:00,4
2019-07-03 07:00:00,4
2019-07-03 07:03:00,4
2019-07-03 07:06:00,4
2019-07-03 07:12:00,4
2019-07-03 07:15:00,4
2019-07-03 07:18:00,4
2019-07-03 07:21:00,4
2019-07-03 07:24:00,4
2019-07-03 07:27:00,4
2019-07-03 07:30:00,4
2019-07-03 07:33:00,4
2019-07-03 07:39:00,4
2019-07-03 07:45:00,4
2019-07-03 07:48:00,4
2019-07-03 08:26:00,4
2019-07-03 10:51:00,4
2019-07-03 15:04:00,4
2019-07-03 17:07:00,4
2019-07-03 17:43:00,1
2019-07-03 22:13:00,4
2019-07-03 22:42:00,4
2019-07-03 23:06:00,4
2019-07-03 23:14:00,4
2019-07-03 23:28:00,4
2019-07-03 23:34:00,4
2019-07-03 23:40:00,4
2019-07-03 23:45:00,4
2019-07-03 23:50:00,4
2019-07-04 00:09:00,1
2019-07-04 00:10:00,4
2019-07-04 00:21:00,4
2019-07-04 00:24:00,4
2019-07-04 00:27:00,4
2019-07-04 00:30:00,4
2019-07-04 00:33:00,4
2019-07-04 00:36:00,4
2019-07-04 00:48:00,4
2019-07-04 00:51:00,4
2019-07-04 00:54:00,4
2019-07-04 00:57:00,4
2019-07-04 01:03:00,4
2019-07-04 01:07:00,1
2019-07-04 01:09:00,4
2019-07-04 01:15:00,4
2019-07-04 01:21:00,4
2019-07-04 01:24:00,4
2019-07-04 01:30:00,4
2019-07-04 01:33:00,4
2019-07-04 01:39:00,4
2019-07-04 01:42:00,4
2019-07-04 01:45:00,4
2019-07-04 01:51:00,4
2019-07-04 01:57:00,4
2019-07-04 02:00:00,4
2019-07-04 02:06:00,4
2019-07-04 02:12:00,4
2019-07-04 02:24:00,4
2019-07-04 02:27:00,4
2019-07-04 02:30:00,4
2019-07-04 02:33:00,4
2019-07-04 02:36:00,4
2019-07-04 02:39:00,4
2019-07-04 02:45:00,4
2019-07-04 02:57:00,4
2019-07-04 03:00:00,4
2019-07-04 03:04:00,1
2019-07-04 03:06:00,6
2019-07-04 03:07:00,1
2019-07-04 03:09:00,4
2019-07-04 03:12:00,4
2019-07-04 03:27:00,4
2019-07-04 03:30:00,4
2019-07-04 03:36:00,4
2019-07-04 03:39:00,4
2019-07-04 03:42:00,4
2019-07-04 03:45:00,4
2019-07-04 03:48:00,4
2019-07-04 03:51:00,4
2019-07-04 03:57:00,3
2019-07-04 03:58:00,1
2019-07-04 04:00:00,4
2019-07-04 04:03:00,4
2019-07-04 04:12:00,4
2019-07-04 04:18:00,4
2019-07-04 04:21:00,4
2019-07-04 04:27:00,3
2019-07-04 04:28:00,1
2019-07-04 04:30:00,4
2019-07-04 04:37:00,4
2019-07-04 04:39:00,4
2019-07-04 04:42:00,4
2019-07-04 04:51:00,4
2019-07-04 04:54:00,4
2019-07-04 04:57:00,4
2019-07-04 05:00:00,4
2019-07-04 05:03:00,4
2019-07-04 05:06:00,4
2019-07-04 05:12:00,4
2019-07-04 05:18:00,4
2019-07-04 05:24:00,4
2019-07-04 05:33:00,4
2019-07-04 05:39:00,4
2019-07-04 05:42:00,4
2019-07-04 05:48:00,4
2019-07-04 05:51:00,4
2019-07-04 06:00:00,4
2019-07-04 06:03:00,4
2019-07-04 06:06:00,4
2019-07-04 06:13:00,4
2019-07-04 06:16:00,4
2019-07-04 06:19:00,4
2019-07-04 06:22:00,4
2019-07-04 06:25:00,4
2019-07-04 06:28:00,3
2019-07-04 06:29:00,1
2019-07-04 06:31:00,4
2019-07-04 06:34:00,4
2019-07-04 06:37:00,4
2019-07-04 06:40:00,4
2019-07-04 06:46:00,4
2019-07-04 06:54:00,4
2019-07-04 06:58:00,4
2019-07-04 07:01:00,4
2019-07-04 07:10:00,4
2019-07-04 07:13:00,1
2019-07-04 07:14:00,3
2019-07-04 07:16:00,4
2019-07-04 07:19:00,4
2019-07-04 07:22:00,4
2019-07-04 07:25:00,4
2019-07-04 07:31:00,4
2019-07-04 07:34:00,4
2019-07-04 07:37:00,4
2019-07-04 07:43:00,4
2019-07-04 07:52:00,4
2019-07-04 07:55:00,4
2019-07-04 08:01:00,4
2019-07-04 08:04:00,4
2019-07-04 08:10:00,4
2019-07-04 08:16:00,4
2019-07-04 08:19:00,4
2019-07-04 08:22:00,4
2019-07-04 08:25:00,4
2019-07-04 08:28:00,4
2019-07-04 08:36:00,4
2019-07-04 08:37:00,4
2019-07-04 08:40:00,4
2019-07-04 08:43:00,4
2019-07-04 08:46:00,4
2019-07-04 08:55:00,4
2019-07-04 08:58:00,4
2019-07-04 09:04:00,4
2019-07-04 09:07:00,4
2019-07-04 09:10:00,4
2019-07-04 09:13:00,4
2019-07-04 09:16:00,4
2019-07-04 09:19:00,4
2019-07-04 09:28:00,4
2019-07-04 09:34:00,4
2019-07-04 09:37:00,4
2019-07-04 09:40:00,4
2019-07-04 09:43:00,4
2019-07-04 09:46:00,4
2019-07-04 09:49:00,4
2019-07-04 09:55:00,4
2019-07-04 09:58:00,4
2019-07-04 10:04:00,4
2019-07-04 10:10:00,4
2019-07-04 10:13:00,4
2019-07-04 10:25:00,4
2019-07-04 10:28:00,4
2019-07-04 10:37:00,4
2019-07-04 10:40:00,4
2019-07-04 10:49:00,4
2019-07-04 10:52:00,4
2019-07-04 10:58:00,4
2019-07-04 11:01:00,4
2019-07-04 11:04:00,4
2019-07-04 11:07:00,4
2019-07-04 11:10:00,4
2019-07-04 11:13:00,4
2019-07-04 11:16:00,4
2019-07-04 11:19:00,4
2019-07-04 11:22:00,4
2019-07-04 11:25:00,4
2019-07-04 11:31:00,4
2019-07-04 11:43:00,4
2019-07-04 11:46:00,1
2019-07-04 11:47:00,1
2019-07-04 11:55:00,4
2019-07-04 12:01:00,4
2019-07-04 12:07:00,4
2019-07-04 12:10:00,3
2019-07-04 12:11:00,1
2019-07-04 12:22:00,3
2019-07-04 12:23:00,1
2019-07-04 12:25:00,4
2019-07-04 12:31:00,4
2019-07-04 12:34:00,4
2019-07-04 12:43:00,4
2019-07-04 12:48:00,3
2019-07-04 12:49:00,1
2019-07-04 13:32:00,4
2019-07-04 13:55:00,4
2019-07-04 14:19:00,4
2019-07-04 14:44:00,4
2019-07-04 15:08:00,4
2019-07-04 15:56:00,3
2019-07-04 15:57:00,1
2019-07-04 16:43:00,3
2019-07-04 16:44:00,1
2019-07-04 17:07:00,4
2019-07-04 17:31:00,4
2019-07-04 18:19:00,4
2019-07-04 19:02:00,4
2019-07-04 19:14:00,4
2019-07-04 19:38:00,3
2019-07-04 19:39:00,1
2019-07-04 20:09:00,3
2019-07-04 20:10:00,1
2019-07-04 20:14:00,1
2019-07-04 20:15:00,3
2019-07-04 20:27:00,4
2019-07-04 20:31:00,4
2019-07-04 20:35:00,4
2019-07-04 20:45:00,4
2019-07-04 20:46:00,4
2019-07-04 20:48:00,4
2019-07-04 20:51:00,4
2019-07-04 20:54:00,4
2019-07-04 21:00:00,4
2019-07-04 21:04:00,1
2019-07-04 21:06:00,4
2019-07-04 21:15:00,4
2019-07-04 21:18:00,4
2019-07-04 21:21:00,4
2019-07-04 21:24:00,4
2019-07-04 21:27:00,4
2019-07-04 21:30:00,4
2019-07-04 21:36:00,4
2019-07-04 21:39:00,4
2019-07-04 21:48:00,4
2019-07-04 21:51:00,4
2019-07-04 21:54:00,4
2019-07-04 21:57:00,4
2019-07-04 22:03:00,4
2019-07-04 22:06:00,4
2019-07-04 22:09:00,4
2019-07-04 22:12:00,4
2019-07-04 22:15:00,4
2019-07-04 22:21:00,4
2019-07-04 22:24:00,4
2019-07-04 22:27:00,4
2019-07-04 22:30:00,4
2019-07-04 22:33:00,4
2019-07-04 22:36:00,1
2019-07-04 22:39:00,4
2019-07-04 22:42:00,4
2019-07-04 22:45:00,4
2019-07-04 22:48:00,4
2019-07-04 22:51:00,4
2019-07-04 23:00:00,4
2019-07-04 23:09:00,4
2019-07-04 23:12:00,4
2019-07-04 23:18:00,4
2019-07-04 23:21:00,4
2019-07-04 23:24:00,4
2019-07-04 23:30:00,4
2019-07-04 23:39:00,4
2019-07-04 23:43:00,1
2019-07-04 23:44:00,3
2019-07-04 23:48:00,4
2019-07-04 23:54:00,4
2019-07-04 23:57:00,4
2019-07-05 00:03:00,4
2019-07-05 00:06:00,4
2019-07-05 00:15:00,4
2019-07-05 00:21:00,4
2019-07-05 00:25:00,4
2019-07-05 00:36:00,4
2019-07-05 00:39:00,4
2019-07-05 00:42:00,4
2019-07-05 00:45:00,4
2019-07-05 00:48:00,4
2019-07-05 00:54:00,4
2019-07-05 00:57:00,4
2019-07-05 01:03:00,4
2019-07-05 01:12:00,4
2019-07-05 01:18:00,4
2019-07-05 01:21:00,4
2019-07-05 01:27:00,4
2019-07-05 01:30:00,3
2019-07-05 01:31:00,1
2019-07-05 01:33:00,4
2019-07-05 01:51:00,4
2019-07-05 01:57:00,4
2019-07-05 02:00:00,4
2019-07-05 02:03:00,4
2019-07-05 02:06:00,4
2019-07-05 02:09:00,4
2019-07-05 02:12:00,4
2019-07-05 02:15:00,4
2019-07-05 02:18:00,4
2019-07-05 02:24:00,4
2019-07-05 02:30:00,4
2019-07-05 02:39:00,4
2019-07-05 02:52:00,4
2019-07-05 02:55:00,4
2019-07-05 03:04:00,4
2019-07-05 03:10:00,4
2019-07-05 03:16:00,4
2019-07-05 03:28:00,4
2019-07-05 03:32:00,1
2019-07-05 03:43:00,4
2019-07-05 03:46:00,4
2019-07-05 03:49:00,4
2019-07-05 03:55:00,4
2019-07-05 04:01:00,4
2019-07-05 04:04:00,4
2019-07-05 04:10:00,4
2019-07-05 04:13:00,4
2019-07-05 04:16:00,4
2019-07-05 04:19:00,4
2019-07-05 04:22:00,4
2019-07-05 04:28:00,4
2019-07-05 04:31:00,4
2019-07-05 04:43:00,4
2019-07-05 04:46:00,4
2019-07-05 04:49:00,4
2019-07-05 04:52:00,4
2019-07-05 04:55:00,4
2019-07-05 04:58:00,4
2019-07-05 05:07:00,4
2019-07-05 05:10:00,4
2019-07-05 05:13:00,4
2019-07-05 05:16:00,4
2019-07-05 05:19:00,4
2019-07-05 05:22:00,4
2019-07-05 05:31:00,4
2019-07-05 05:34:00,4
2019-07-05 05:37:00,4
2019-07-05 05:43:00,3
2019-07-05 05:44:00,1
2019-07-05 05:46:00,4
2019-07-05 05:49:00,4
2019-07-05 05:58:00,4
2019-07-05 06:04:00,4
2019-07-05 06:07:00,4
2019-07-05 06:10:00,4
2019-07-05 06:13:00,4
2019-07-05 06:16:00,4
2019-07-05 06:19:00,4
2019-07-05 06:22:00,4
2019-07-05 06:25:00,4
