11,"SELECT TOP # objid, ra, dec, u, g, r, i, z FROM star WHERE r BETWEEN # and #"
2019-02-21 16:42:00,1
2019-02-21 16:44:00,2
2019-03-01 17:26:00,2
2019-03-01 17:27:00,1
2019-03-03 18:32:00,1
2019-03-03 18:33:00,2
2019-03-16 19:07:00,1
2019-03-16 19:22:00,1
