72,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE"
2019-01-08 15:00:00,1
2019-01-23 14:59:00,1
2019-01-27 00:56:00,1
2019-01-28 13:23:00,1
2019-02-18 22:39:00,1
2019-02-20 05:26:00,1
2019-02-26 15:42:00,1
2019-03-04 11:11:00,1
2019-03-31 03:36:00,1
2019-04-07 04:26:00,1
2019-04-07 13:01:00,1
2019-04-07 18:41:00,1
2019-04-07 19:11:00,1
2019-04-07 21:02:00,1
2019-04-08 01:38:00,1
2019-04-08 23:37:00,1
2019-04-09 00:15:00,1
2019-04-09 01:36:00,1
2019-04-09 03:29:00,1
2019-04-09 07:02:00,1
2019-04-09 07:43:00,1
2019-04-09 18:44:00,1
2019-04-10 00:46:00,1
2019-04-10 02:05:00,1
2019-04-10 03:25:00,1
2019-04-10 03:32:00,1
2019-04-10 03:42:00,1
2019-04-10 03:56:00,1
2019-04-10 03:57:00,1
2019-04-10 05:47:00,1
2019-04-18 04:44:00,1
2019-05-03 12:45:00,1
2019-05-15 15:09:00,1
2019-05-16 18:17:00,1
2019-05-20 17:14:00,1
2019-05-29 13:40:00,1
2019-05-29 13:42:00,1
2019-05-29 18:38:00,1
2019-05-31 12:52:00,1
2019-05-31 13:29:00,1
2019-06-02 17:06:00,1
2019-06-06 03:16:00,1
2019-07-19 20:55:00,1
2019-07-19 20:57:00,1
2019-07-20 22:36:00,1
2019-07-24 09:26:00,1
2019-07-31 00:07:00,1
2019-08-19 14:48:00,1
2019-08-25 03:31:00,1
2019-08-31 10:57:00,1
2019-09-06 17:26:00,1
2019-09-15 06:17:00,1
2019-09-15 06:32:00,1
2019-09-18 17:44:00,1
2019-09-23 04:32:00,1
2019-09-23 15:21:00,1
2019-09-23 23:30:00,1
2019-09-28 21:17:00,1
2019-10-02 19:27:00,1
2019-10-03 23:16:00,1
2019-10-07 12:57:00,1
2019-10-12 06:11:00,1
2019-10-21 10:58:00,1
2019-10-31 15:42:00,1
2019-11-08 14:57:00,1
2019-11-21 02:39:00,1
2019-11-25 17:31:00,1
2019-12-06 09:17:00,1
2019-12-06 19:25:00,1
2019-12-10 12:53:00,1
2019-12-11 08:14:00,1
2019-12-18 20:51:00,1
