4,"SELECT top # s.specobjid, s.bestobjid, s.firstrelease, s.survey, s.sourcetype, s.class, p.ra, p.raErr, p.dec, p.decErr, s.z, s.zErr, p.r, p.i, p.g, p.dered_r, p.dered_i, p.dered_g, p.psfMag_g, p.petroMag_r, p.extinction_r, p.petroR5#_r FROM specobj s JOIN photoobj p on p.objid = s.bestobjid WHERE (boss_target1 & #) ! = #"
2019-12-20 02:29:00,1
2019-12-20 02:30:00,1
2019-12-20 02:31:00,1
2019-12-20 02:33:00,1
