21,"select top # s.z, p.modelMag_r, p.modelMag_u from specObj s join photoObj p on s.bestObjID = p.objID where s.z between # and # and zWarning = #"
2019-07-08 08:18:00,3
2019-07-08 08:22:00,2
2019-07-08 08:58:00,3
2019-07-08 08:59:00,4
2019-07-08 09:00:00,2
2019-07-08 09:01:00,1
2019-07-08 10:30:00,1
2019-07-08 10:33:00,2
2019-07-08 10:34:00,2
2019-07-08 10:37:00,1
