9,"SELECT TOP # s.plate, s.mjd, s.fiberid, cast (str (s.ra, #, #) as float) as ra, cast (str (s.[dec], #, #) as float) as dec, s.z, p.objID, p.r, p.u FROM ..SpecObj as s JOIN ..PhotoObj AS p ON s.bestObjID = p.objID JOIN dbo.fGetObjFromRect (#, #, #, #) AS b ON s.bestobjid = b.objID WHERE s.zWarning = # AND (p.type = # OR p.type = #)"
2019-12-11 02:39:00,2
2019-12-11 02:40:00,1
2019-12-11 02:42:00,2
2019-12-11 02:45:00,2
2019-12-11 02:51:00,1
2019-12-11 02:52:00,1
