7,"SELECT TOP # s.plate, s.mjd, s.fiberid, s.z, s.zErr, s.zWarning, s.class, p.run, p.rerun, p.camCol, p.field, p.obj, cast (str (p.ra, #, #) as float) as ra, cast (str (p.[dec], #, #) as float) as dec, p.r, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, dbo.fIAUFromEq (p.ra, p.[dec]) as SDSSname FROM ..SpecObj as s JOIN ..PhotoObj AS p ON s.bestObjID = p.objID WHERE s.zWarning = # AND (s.class = #) AND p.u < # AND p.g < # AND p.r < # AND p.i < # AND (p.type = # OR p.type = #)"
2019-12-04 08:34:00,1
2019-12-04 08:40:00,1
2019-12-04 08:41:00,1
2019-12-04 08:43:00,1
2019-12-04 09:13:00,2
2019-12-04 09:15:00,1
