3,"select s.ObjID, s.ra, s.dec, s.deVRad_r, s.deVAB_r, s.raErr, s.decErr, s.type, s.modelMag_u, s.modelMagErr_u, s.modelMag_g, s.modelMagErr_g, s.modelMag_r, s.modelMagErr_r, s.modelMag_i, s.modelMagErr_i, s.modelMag_z, s.modelMagErr_z, s.mode from PhotoObjAll s, dbo.fGetNearbyObjAllEq (#, #, #) n where s.ObjID = n.ObjID"
2019-04-04 18:08:00,1
2019-04-04 18:18:00,1
2019-04-04 18:26:00,1
