4,"select mjd, ra, dec, u, g, r, i, z, TAI_u, TAI_g, TAI_r, TAI_i, TAI_z from PhotoObjAll where dec < # AND dec > # AND (ra > # AND ra < #)"
2019-11-21 08:10:00,1
2019-11-21 08:23:00,1
2019-11-21 08:24:00,1
2019-11-21 08:28:00,1
