4,"SELECT TOP # plate, mjd, fiberid, bestobjid, z FROM specObj WHERE class = # AND zWarning = # AND # < = z AND z < =# AND bestObjID> # ORDER BY NEWID ()"
2019-04-01 10:30:00,1
2019-04-01 19:15:00,1
2019-04-02 17:31:00,1
2019-04-04 15:00:00,1
