13,"SELECT rerun, run FROM run WHERE stripe = # */"
2019-01-10 02:57:00,2
2019-01-10 02:59:00,1
2019-01-10 03:00:00,2
2019-01-10 03:02:00,2
2019-01-10 03:03:00,2
2019-01-10 03:05:00,2
2019-01-10 03:06:00,1
2019-01-10 03:07:00,1
