4,"select ra, dec from specObj where ra BETWEEN # and # AND dec BETWEEN # and # AND class GALAXY"
2019-02-20 18:54:00,1
2019-06-26 11:11:00,1
2019-07-25 19:04:00,1
2019-09-27 15:29:00,1
