4,"select p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.z as redshift from galaxy p, specobj s where p.objid = s.bestobjid"
2019-01-15 13:52:00,1
2019-04-26 22:59:00,1
2019-04-26 23:02:00,1
2019-05-02 18:52:00,1
