5,"select top # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.z as redshift, s.specobjid, s.plate, s.mjd, s.fiberid from photoobj p, specobj s where p.objid = s.bestobjid and (p.r BETWEEN # AND #)"
2019-03-29 19:07:00,1
2019-03-29 19:41:00,1
2019-03-29 19:46:00,1
2019-03-29 19:47:00,1
2019-03-29 19:48:00,1
