7,select top # * from [Acquisition_#Q1]
2019-02-18 14:54:00,1
2019-02-18 18:12:00,1
2019-02-22 01:38:00,1
2019-02-22 01:39:00,1
2019-02-22 12:48:00,1
2019-03-13 13:50:00,2
