2,"SELECT TOP # s.plate, s.mjd, s.fiberid FROM ..SpecObj as s JOIN dbo.fGetObjFromRect (#, #, #, #) AS b ON s.bestobjid = b.objID WHERE (s.class = #) AND s.zWarning = #"
2019-03-26 12:18:00,1
2019-03-26 12:19:00,1
