15,select apstar_id from apogeestar where apogeestar.dec between -.# and .# and apogeestar.ra between # and #
2019-02-27 01:28:00,1
2019-02-28 04:56:00,1
2019-02-28 05:00:00,1
2019-02-28 05:09:00,2
2019-02-28 07:01:00,1
2019-02-28 12:06:00,1
2019-02-28 12:15:00,1
2019-02-28 12:17:00,1
2019-03-06 17:48:00,2
2019-03-14 08:24:00,1
2019-03-14 08:25:00,1
2019-03-14 08:38:00,1
2019-03-14 08:39:00,1
