8,select * from specline where specobjid = #
2019-03-10 04:35:00,1
2019-04-03 14:00:00,1
2019-07-02 07:55:00,1
2019-07-08 13:28:00,1
2019-09-23 01:06:00,1
2019-10-21 23:17:00,1
2019-10-21 23:18:00,1
2019-11-29 07:27:00,1
