2,"SELECT objID, ra, dec, psfMag_g, psfMag_i into mydb.MyTable_# from PhotoObjAll WHERE psfMag_g-psfMag_i > # AND psfMag_g-psfMag_i < # AND psfMag_i > # AND psfMag_i < # AND ra > # AND ra < #"
2019-05-11 11:55:00,1
2019-05-11 12:00:00,1
