6,"SELECT m.specObjID, m.t_age, m.t_age_err, m.metallicity, m.metallicity_err, m.age INTO mydb.sdss_m_new FROM stellarMassFSPSGranWideDust as m"
2019-09-17 08:30:00,1
2019-09-17 08:31:00,3
2019-09-17 08:33:00,1
2019-09-17 08:34:00,1
