2,"SELECT p.specobjid, p.objid, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, s.z, psffwhm_g, psffwhm_r, psffwhm_i, p.expRad_g, p.expRad_r, p.expRad_i, p.expAB_g, p.expAB_r, p.expAB_i, p.expPhi_g, p.expPhi_r, p.expPhi_i FROM PhotoSecondary AS p JOIN SpecPhoto AS s ON s.specobjid = p.specobjid WHERE p.specobjid = #"
2019-01-10 20:52:00,1
2019-01-12 05:24:00,1
