9,SELECT * FROM SFR_WISE
2019-05-08 17:57:00,2
2019-05-08 18:20:00,1
2019-05-08 18:35:00,1
2019-05-10 09:56:00,1
2019-05-10 10:13:00,1
2019-05-10 10:21:00,1
2019-05-10 10:23:00,1
2019-05-10 10:41:00,1
