17,"SELECT TOP # objid, q_r, u_r from photoObj WHERE type = #"
2019-08-10 08:58:00,1
2019-08-11 06:33:00,2
2019-08-11 06:34:00,3
2019-08-11 06:35:00,1
2019-08-11 06:44:00,1
2019-08-11 06:53:00,1
2019-08-12 01:13:00,1
2019-08-12 01:14:00,4
2019-08-12 01:15:00,3
