16565,select * from XCRedshift where specObjId = #
2019-02-04 03:57:00,1
2019-02-04 04:16:00,1
2019-02-04 06:01:00,1
2019-02-04 06:25:00,1
2019-02-04 07:11:00,1
2019-02-04 07:42:00,1
2019-02-04 08:46:00,1
2019-02-04 08:51:00,1
2019-02-04 09:07:00,1
2019-02-04 09:08:00,1
2019-02-04 18:11:00,1
2019-02-04 19:58:00,1
2019-02-04 23:37:00,1
2019-02-05 02:09:00,1
2019-02-05 03:37:00,1
2019-02-05 16:13:00,1
2019-02-05 18:43:00,1
2019-02-05 18:47:00,1
2019-02-05 19:07:00,1
2019-02-05 19:08:00,1
2019-02-05 19:37:00,1
2019-02-05 20:05:00,1
2019-02-05 20:07:00,1
2019-02-05 20:42:00,1
2019-02-05 20:43:00,1
2019-02-05 21:12:00,1
2019-02-05 22:10:00,1
2019-02-06 00:54:00,1
2019-02-06 02:06:00,1
2019-02-06 06:33:00,1
2019-02-06 07:02:00,1
2019-02-06 07:43:00,1
2019-02-06 08:08:00,1
2019-02-06 08:09:00,1
2019-02-06 08:15:00,1
2019-02-06 08:18:00,1
2019-02-06 08:24:00,1
2019-02-06 08:32:00,1
2019-02-06 08:54:00,1
2019-02-06 09:05:00,1
2019-02-06 09:32:00,1
2019-02-06 10:04:00,1
2019-02-06 10:25:00,1
2019-02-06 10:34:00,1
2019-02-06 11:25:00,1
2019-02-06 11:29:00,1
2019-02-06 11:55:00,1
2019-02-06 12:54:00,2
2019-02-06 13:49:00,1
2019-02-06 13:50:00,1
2019-02-06 14:49:00,1
2019-02-06 15:18:00,1
2019-02-06 15:20:00,1
2019-02-06 16:27:00,1
2019-02-06 16:29:00,2
2019-02-06 17:43:00,1
2019-02-06 18:25:00,1
2019-02-07 04:03:00,1
2019-02-07 04:56:00,1
2019-02-07 05:15:00,1
2019-02-07 05:21:00,1
2019-02-07 05:26:00,1
2019-02-07 05:42:00,1
2019-02-07 05:56:00,1
2019-02-07 06:23:00,1
2019-02-07 07:25:00,1
2019-02-07 07:50:00,1
2019-02-07 08:16:00,1
2019-02-07 08:17:00,2
2019-02-07 08:18:00,1
2019-02-07 08:51:00,1
2019-02-07 09:30:00,1
2019-02-07 09:37:00,1
2019-02-07 10:10:00,1
2019-02-07 14:45:00,1
2019-02-07 16:34:00,1
2019-02-07 17:53:00,1
2019-02-07 18:26:00,1
2019-02-07 18:56:00,1
2019-02-07 19:28:00,1
2019-02-07 19:49:00,1
2019-02-07 21:20:00,1
2019-02-07 22:06:00,1
2019-02-07 23:51:00,1
2019-02-08 00:28:00,1
2019-02-08 07:02:00,1
2019-02-08 09:57:00,1
2019-02-08 12:42:00,1
2019-02-08 12:57:00,1
2019-02-08 15:01:00,1
2019-02-08 15:16:00,1
2019-02-08 16:15:00,1
2019-02-08 16:38:00,1
2019-02-08 16:40:00,1
2019-02-08 17:47:00,1
2019-02-08 17:48:00,1
2019-02-08 17:53:00,1
2019-02-08 18:20:00,1
2019-02-08 18:34:00,1
2019-02-08 18:48:00,1
2019-02-08 19:21:00,1
2019-02-08 19:23:00,1
2019-02-08 19:28:00,1
2019-02-08 20:21:00,1
2019-02-08 20:26:00,1
2019-02-08 21:18:00,1
2019-02-08 21:30:00,1
2019-02-08 21:52:00,1
2019-02-08 21:59:00,1
2019-02-08 22:44:00,1
2019-02-08 23:39:00,1
2019-02-08 23:47:00,1
2019-02-08 23:48:00,1
2019-02-08 23:53:00,1
2019-02-08 23:57:00,1
2019-02-08 23:58:00,1
2019-02-09 00:00:00,2
2019-02-09 00:01:00,1
2019-02-09 00:26:00,1
2019-02-09 00:32:00,1
2019-02-09 00:51:00,1
2019-02-09 00:54:00,1
2019-02-09 01:21:00,1
2019-02-09 01:24:00,1
2019-02-09 01:29:00,1
2019-02-09 01:30:00,2
2019-02-09 01:49:00,1
2019-02-09 01:50:00,1
2019-02-09 02:17:00,2
2019-02-09 02:19:00,1
2019-02-09 02:26:00,1
2019-02-09 03:20:00,1
2019-02-09 03:22:00,1
2019-02-09 03:26:00,2
2019-02-09 04:53:00,3
2019-02-09 04:58:00,1
2019-02-09 04:59:00,1
2019-02-09 05:21:00,1
2019-02-09 06:00:00,1
2019-02-09 06:26:00,1
2019-02-09 07:54:00,1
2019-02-09 07:55:00,1
2019-02-09 07:57:00,1
2019-02-09 08:14:00,1
2019-02-09 08:19:00,1
2019-02-09 08:23:00,1
2019-02-09 08:29:00,1
2019-02-09 08:30:00,1
2019-02-09 08:32:00,2
2019-02-09 09:22:00,1
2019-02-09 09:30:00,1
2019-02-09 09:36:00,1
2019-02-09 09:46:00,1
2019-02-09 10:29:00,1
2019-02-09 11:28:00,1
2019-02-09 11:51:00,1
2019-02-09 11:54:00,1
2019-02-09 12:20:00,1
2019-02-09 12:23:00,1
2019-02-09 12:48:00,1
2019-02-09 13:16:00,1
2019-02-09 13:20:00,1
2019-02-09 13:32:00,1
2019-02-09 13:49:00,1
2019-02-09 13:51:00,1
2019-02-09 14:13:00,2
2019-02-09 14:15:00,1
2019-02-09 14:33:00,1
2019-02-09 14:34:00,1
2019-02-09 14:37:00,1
2019-02-09 15:35:00,2
2019-02-09 15:36:00,2
2019-02-09 16:06:00,1
2019-02-09 17:42:00,1
2019-02-09 19:37:00,1
2019-02-09 20:26:00,1
2019-02-09 22:24:00,1
2019-02-10 00:16:00,1
2019-02-10 00:31:00,1
2019-02-10 00:37:00,1
2019-02-10 00:54:00,1
2019-02-10 00:55:00,1
2019-02-10 01:07:00,1
2019-02-10 01:13:00,2
2019-02-10 01:16:00,1
2019-02-10 01:17:00,1
2019-02-10 01:39:00,1
2019-02-10 01:42:00,1
2019-02-10 02:02:00,1
2019-02-10 02:08:00,1
2019-02-10 02:12:00,1
2019-02-10 02:41:00,1
2019-02-10 03:03:00,1
2019-02-10 10:00:00,1
2019-02-10 16:17:00,1
2019-02-10 19:29:00,1
2019-02-10 19:36:00,1
2019-02-10 20:49:00,1
2019-02-10 23:38:00,1
2019-02-11 00:51:00,1
2019-02-11 01:52:00,1
2019-02-11 02:11:00,1
2019-02-11 02:20:00,1
2019-02-11 07:47:00,1
2019-02-11 07:48:00,1
2019-02-11 11:32:00,1
2019-02-11 15:08:00,1
2019-02-11 17:41:00,1
2019-02-11 17:50:00,1
2019-02-11 18:16:00,1
2019-02-11 18:20:00,1
2019-02-11 18:25:00,1
2019-02-11 18:48:00,1
2019-02-11 19:05:00,1
2019-02-11 19:31:00,1
2019-02-11 19:44:00,1
2019-02-11 19:47:00,1
2019-02-11 19:52:00,1
2019-02-11 20:15:00,1
2019-02-11 20:49:00,1
2019-02-11 21:02:00,1
2019-02-11 21:31:00,1
2019-02-11 22:07:00,1
2019-02-11 22:46:00,1
2019-02-11 23:14:00,1
2019-02-11 23:18:00,1
2019-02-11 23:42:00,1
2019-02-11 23:50:00,1
2019-02-12 00:31:00,1
2019-02-12 01:26:00,1
2019-02-12 01:42:00,1
2019-02-12 02:08:00,1
2019-02-12 02:14:00,1
2019-02-12 02:41:00,1
2019-02-12 02:44:00,1
2019-02-12 02:46:00,1
2019-02-12 02:47:00,1
2019-02-12 03:07:00,1
2019-02-12 03:38:00,1
2019-02-12 03:39:00,1
2019-02-12 04:07:00,1
2019-02-12 04:15:00,1
2019-02-12 04:21:00,1
2019-02-12 04:34:00,1
2019-02-12 04:35:00,1
2019-02-12 04:40:00,1
2019-02-12 04:41:00,1
2019-02-12 04:45:00,2
2019-02-12 04:49:00,1
2019-02-12 05:19:00,1
2019-02-12 05:23:00,1
2019-02-12 05:24:00,1
2019-02-12 05:57:00,1
2019-02-12 06:24:00,1
2019-02-12 06:56:00,1
2019-02-12 07:01:00,1
2019-02-12 07:10:00,1
2019-02-12 07:26:00,1
2019-02-12 07:27:00,1
2019-02-12 07:45:00,1
2019-02-12 08:09:00,1
2019-02-12 08:14:00,1
2019-02-12 08:16:00,1
2019-02-12 08:23:00,1
2019-02-12 08:55:00,1
2019-02-12 09:24:00,1
2019-02-12 09:29:00,1
2019-02-12 09:49:00,1
2019-02-12 09:57:00,1
2019-02-12 10:38:00,1
2019-02-12 10:49:00,1
2019-02-12 10:50:00,1
2019-02-12 10:53:00,1
2019-02-12 11:12:00,1
2019-02-12 11:17:00,1
2019-02-12 11:18:00,2
2019-02-12 11:39:00,1
2019-02-12 11:45:00,1
2019-02-12 11:46:00,1
2019-02-12 12:12:00,1
2019-02-12 12:15:00,1
2019-02-12 12:21:00,1
2019-02-12 12:24:00,1
2019-02-12 12:35:00,1
2019-02-12 12:37:00,1
2019-02-12 12:41:00,1
2019-02-12 12:42:00,1
2019-02-12 12:46:00,1
2019-02-12 12:49:00,1
2019-02-12 13:05:00,1
2019-02-12 13:42:00,1
2019-02-12 14:08:00,1
2019-02-12 14:09:00,1
2019-02-12 14:18:00,1
2019-02-12 14:21:00,1
2019-02-12 14:45:00,1
2019-02-12 14:46:00,1
2019-02-12 16:46:00,1
2019-02-12 18:20:00,1
2019-02-12 19:47:00,1
2019-02-12 23:02:00,1
2019-02-12 23:19:00,1
2019-02-12 23:34:00,1
2019-02-12 23:41:00,1
2019-02-12 23:43:00,1
2019-02-12 23:44:00,1
2019-02-12 23:45:00,1
2019-02-13 00:05:00,1
2019-02-13 00:12:00,1
2019-02-13 00:15:00,1
2019-02-13 00:41:00,1
2019-02-13 00:49:00,1
2019-02-13 00:54:00,1
2019-02-13 01:35:00,1
2019-02-13 01:44:00,1
2019-02-13 01:45:00,1
2019-02-13 01:47:00,1
2019-02-13 02:30:00,1
2019-02-13 03:19:00,1
2019-02-13 03:23:00,1
2019-02-13 04:02:00,1
2019-02-13 04:15:00,1
2019-02-13 04:47:00,1
2019-02-13 05:14:00,1
2019-02-13 06:17:00,1
2019-02-13 10:56:00,1
2019-02-13 11:03:00,1
2019-02-13 15:16:00,1
2019-02-13 16:41:00,1
2019-02-13 20:01:00,1
2019-02-13 20:09:00,1
2019-02-13 22:00:00,1
2019-02-13 22:49:00,1
2019-02-13 22:54:00,1
2019-02-13 23:57:00,1
2019-02-14 00:19:00,1
2019-02-14 00:49:00,1
2019-02-14 01:11:00,1
2019-02-14 01:32:00,1
2019-02-14 03:27:00,1
2019-02-14 03:41:00,1
2019-02-14 05:19:00,1
2019-02-14 05:20:00,1
2019-02-14 05:24:00,1
2019-02-14 05:26:00,1
2019-02-14 05:28:00,1
2019-02-14 05:32:00,1
2019-02-14 05:34:00,1
2019-02-14 05:36:00,1
2019-02-14 05:37:00,1
2019-02-14 05:40:00,1
2019-02-14 05:41:00,1
2019-02-14 05:47:00,1
2019-02-14 05:52:00,1
2019-02-14 05:54:00,1
2019-02-14 05:56:00,1
2019-02-14 05:59:00,1
2019-02-14 06:00:00,1
2019-02-14 06:04:00,1
2019-02-14 06:08:00,1
2019-02-14 06:11:00,1
2019-02-14 06:14:00,1
2019-02-14 06:16:00,1
2019-02-14 06:19:00,1
2019-02-14 06:21:00,1
2019-02-14 06:22:00,2
2019-02-14 06:27:00,1
2019-02-14 06:29:00,1
2019-02-14 06:32:00,1
2019-02-14 06:35:00,1
2019-02-14 06:37:00,1
2019-02-14 06:39:00,1
2019-02-14 06:40:00,1
2019-02-14 06:44:00,1
2019-02-14 07:05:00,1
2019-02-14 07:54:00,1
2019-02-14 07:56:00,1
2019-02-14 10:06:00,1
2019-02-14 10:12:00,1
2019-02-14 10:19:00,1
2019-02-14 11:28:00,1
2019-02-14 11:55:00,1
2019-02-14 13:23:00,1
2019-02-14 13:33:00,3
2019-02-14 13:37:00,1
2019-02-14 14:03:00,1
2019-02-14 14:06:00,1
2019-02-14 14:08:00,1
2019-02-14 14:11:00,1
2019-02-14 14:25:00,1
2019-02-14 14:44:00,1
2019-02-14 14:47:00,1
2019-02-14 20:50:00,1
2019-02-14 20:51:00,1
2019-02-14 21:19:00,1
2019-02-14 22:14:00,1
2019-02-14 22:16:00,1
2019-02-14 22:45:00,1
2019-02-14 22:46:00,1
2019-02-14 23:07:00,1
2019-02-14 23:08:00,1
2019-02-14 23:50:00,1
2019-02-15 00:44:00,1
2019-02-15 00:48:00,2
2019-02-15 00:51:00,1
2019-02-15 02:24:00,1
2019-02-15 03:36:00,1
2019-02-15 04:24:00,1
2019-02-15 04:32:00,1
2019-02-15 04:33:00,1
2019-02-15 04:36:00,1
2019-02-15 04:43:00,2
2019-02-15 05:16:00,1
2019-02-15 05:22:00,1
2019-02-15 05:27:00,1
2019-02-15 06:11:00,1
2019-02-15 06:21:00,1
2019-02-15 06:22:00,1
2019-02-15 13:00:00,1
2019-02-15 13:04:00,1
2019-02-15 13:09:00,1
2019-02-15 13:10:00,1
2019-02-15 13:39:00,1
2019-02-15 13:40:00,1
2019-02-15 13:44:00,1
2019-02-15 14:13:00,1
2019-02-15 14:18:00,1
2019-02-15 14:59:00,1
2019-02-15 16:11:00,1
2019-02-15 16:12:00,2
2019-02-15 16:48:00,1
2019-02-15 17:06:00,1
2019-02-15 17:23:00,1
2019-02-15 17:48:00,1
2019-02-15 17:52:00,1
2019-02-15 18:16:00,1
2019-02-15 20:01:00,1
2019-02-15 20:04:00,1
2019-02-15 21:01:00,1
2019-02-15 21:02:00,1
2019-02-15 21:17:00,1
2019-02-15 21:21:00,1
2019-02-15 22:10:00,1
2019-02-15 22:11:00,1
2019-02-15 22:14:00,1
2019-02-15 22:29:00,1
2019-02-16 01:13:00,1
2019-02-16 01:14:00,1
2019-02-16 01:16:00,1
2019-02-16 01:52:00,1
2019-02-16 01:57:00,1
2019-02-16 02:03:00,1
2019-02-16 02:04:00,1
2019-02-16 02:14:00,1
2019-02-16 02:15:00,1
2019-02-16 03:29:00,1
2019-02-16 05:18:00,1
2019-02-16 05:50:00,1
2019-02-16 05:52:00,1
2019-02-16 07:19:00,1
2019-02-16 07:44:00,1
2019-02-16 07:55:00,1
2019-02-16 08:48:00,1
2019-02-16 09:41:00,1
2019-02-16 09:49:00,1
2019-02-16 10:51:00,1
2019-02-16 10:53:00,1
2019-02-16 12:49:00,1
2019-02-16 14:23:00,1
2019-02-16 14:54:00,1
2019-02-16 15:20:00,1
2019-02-16 15:32:00,1
2019-02-16 16:43:00,1
2019-02-16 18:06:00,1
2019-02-16 22:33:00,1
2019-02-17 04:51:00,1
2019-02-17 07:46:00,1
2019-02-17 10:20:00,1
2019-02-17 11:50:00,1
2019-02-17 11:56:00,1
2019-02-17 13:20:00,1
2019-02-17 15:20:00,1
2019-02-17 16:14:00,1
2019-02-17 16:41:00,1
2019-02-17 16:49:00,1
2019-02-17 16:57:00,1
2019-02-17 17:26:00,1
2019-02-17 18:36:00,1
2019-02-17 18:49:00,1
2019-02-17 19:56:00,1
2019-02-17 20:51:00,1
2019-02-17 21:11:00,1
2019-02-17 21:12:00,1
2019-02-17 21:19:00,1
2019-02-17 21:32:00,1
2019-02-17 22:32:00,1
2019-02-17 23:16:00,1
2019-02-18 00:45:00,1
2019-02-18 03:45:00,1
2019-02-18 04:04:00,1
2019-02-18 04:30:00,1
2019-02-18 04:43:00,1
2019-02-18 04:44:00,1
2019-02-18 04:45:00,1
2019-02-18 05:09:00,1
2019-02-18 05:39:00,1
2019-02-18 06:14:00,1
2019-02-18 06:15:00,1
2019-02-18 06:47:00,1
2019-02-18 07:11:00,1
2019-02-18 07:24:00,1
2019-02-18 07:37:00,1
2019-02-18 07:40:00,1
2019-02-18 08:20:00,1
2019-02-18 09:17:00,1
2019-02-18 10:17:00,1
2019-02-18 10:38:00,1
2019-02-18 10:57:00,1
2019-02-18 11:16:00,1
2019-02-18 11:43:00,1
2019-02-18 11:46:00,1
2019-02-18 11:57:00,1
2019-02-18 12:09:00,1
2019-02-18 12:11:00,1
2019-02-18 12:13:00,1
2019-02-18 12:46:00,1
2019-02-18 13:48:00,1
2019-02-18 14:11:00,1
2019-02-18 14:36:00,1
2019-02-18 15:58:00,1
2019-02-18 16:59:00,1
2019-02-18 17:24:00,1
2019-02-18 17:32:00,1
2019-02-18 17:55:00,1
2019-02-18 18:29:00,1
2019-02-18 19:28:00,1
2019-02-18 19:46:00,1
2019-02-18 20:44:00,1
2019-02-18 20:49:00,1
2019-02-18 21:02:00,1
2019-02-18 21:07:00,1
2019-02-18 21:17:00,1
2019-02-18 21:53:00,1
2019-02-18 21:55:00,1
2019-02-18 22:16:00,1
2019-02-18 22:23:00,1
2019-02-18 22:25:00,1
2019-02-18 22:45:00,1
2019-02-18 23:11:00,1
2019-02-18 23:17:00,1
2019-02-19 00:20:00,1
2019-02-19 01:05:00,1
2019-02-19 01:17:00,1
2019-02-19 01:21:00,1
