16565,select * from XCRedshift where specObjId = #
2019-01-01 01:01:00,1
2019-01-01 01:45:00,1
2019-01-01 02:59:00,1
2019-01-01 03:02:00,1
2019-01-01 08:11:00,1
2019-01-01 11:18:00,1
2019-01-01 11:41:00,1
2019-01-01 12:46:00,1
2019-01-01 19:10:00,1
2019-01-01 20:52:00,1
2019-01-01 23:12:00,1
2019-01-01 23:13:00,5
2019-01-02 01:13:00,1
2019-01-02 07:29:00,1
2019-01-02 12:53:00,1
2019-01-02 14:35:00,1
2019-01-02 20:34:00,1
2019-01-02 23:16:00,1
2019-01-03 01:10:00,1
2019-01-03 01:34:00,2
2019-01-03 02:12:00,6
2019-01-03 02:56:00,1
2019-01-03 06:11:00,1
2019-01-03 06:40:00,1
2019-01-03 08:08:00,1
2019-01-03 08:20:00,1
2019-01-03 09:20:00,1
2019-01-03 11:46:00,1
2019-01-03 11:50:00,1
2019-01-03 11:51:00,1
2019-01-03 13:51:00,1
2019-01-03 20:10:00,1
2019-01-03 21:20:00,1
2019-01-04 00:38:00,1
2019-01-04 00:42:00,1
2019-01-04 02:01:00,1
2019-01-04 02:08:00,1
2019-01-04 03:59:00,1
2019-01-04 04:13:00,1
2019-01-04 05:25:00,1
2019-01-04 05:37:00,1
2019-01-04 05:53:00,1
2019-01-04 20:41:00,1
2019-01-04 20:51:00,3
2019-01-04 20:52:00,5
2019-01-04 20:53:00,6
2019-01-04 20:54:00,4
2019-01-04 20:55:00,6
2019-01-04 20:56:00,5
2019-01-04 20:57:00,6
2019-01-04 20:58:00,5
2019-01-04 20:59:00,4
2019-01-04 21:00:00,7
2019-01-04 21:01:00,6
2019-01-04 21:02:00,8
2019-01-04 21:03:00,8
2019-01-04 21:04:00,2
2019-01-04 23:15:00,1
2019-01-05 03:16:00,1
2019-01-05 03:36:00,1
2019-01-05 04:27:00,1
2019-01-05 07:20:00,1
2019-01-05 09:46:00,1
2019-01-05 18:19:00,1
2019-01-05 19:30:00,1
2019-01-05 22:13:00,1
2019-01-05 22:36:00,1
2019-01-06 00:00:00,1
2019-01-06 11:25:00,2
2019-01-06 12:46:00,18
2019-01-06 12:47:00,22
2019-01-06 12:48:00,12
2019-01-06 13:27:00,1
2019-01-06 15:14:00,1
2019-01-06 15:41:00,1
2019-01-06 16:07:00,1
2019-01-06 19:39:00,1
2019-01-06 21:19:00,1
2019-01-06 22:45:00,1
2019-01-07 03:48:00,1
2019-01-07 14:45:00,1
2019-01-07 15:21:00,1
2019-01-07 15:25:00,1
2019-01-07 18:03:00,1
2019-01-07 19:26:00,1
2019-01-07 19:35:00,2
2019-01-07 23:42:00,1
2019-01-08 01:58:00,1
2019-01-08 04:24:00,1
2019-01-08 10:20:00,1
2019-01-08 13:57:00,1
2019-01-08 16:23:00,1
2019-01-08 18:14:00,1
2019-01-09 04:24:00,1
2019-01-09 07:17:00,1
2019-01-09 08:29:00,1
2019-01-09 12:21:00,1
2019-01-10 02:30:00,1
2019-01-10 10:18:00,1
2019-01-10 15:46:00,1
2019-01-10 19:07:00,1
2019-01-10 21:04:00,1
2019-01-11 01:06:00,2
2019-01-11 04:06:00,1
2019-01-11 06:22:00,1
2019-01-11 06:23:00,1
2019-01-11 09:23:00,4
2019-01-11 10:34:00,1
2019-01-11 10:48:00,1
2019-01-11 11:55:00,1
2019-01-11 12:15:00,1
2019-01-11 13:11:00,1
2019-01-11 18:21:00,1
2019-01-11 19:48:00,1
2019-01-11 21:35:00,1
2019-01-11 22:22:00,1
2019-01-12 02:19:00,1
2019-01-12 08:27:00,1
2019-01-12 13:13:00,1
2019-01-12 13:47:00,1
2019-01-12 18:32:00,1
2019-01-13 09:19:00,4
2019-01-13 10:23:00,2
2019-01-13 13:01:00,1
2019-01-13 13:47:00,1
2019-01-13 14:37:00,1
2019-01-13 16:02:00,1
2019-01-13 17:02:00,1
2019-01-13 17:29:00,2
2019-01-13 19:18:00,21
2019-01-13 19:19:00,30
2019-01-13 19:28:00,1
2019-01-14 00:18:00,1
2019-01-14 00:45:00,1
2019-01-14 04:07:00,1
2019-01-14 06:02:00,1
2019-01-14 06:18:00,1
2019-01-14 06:41:00,1
2019-01-14 06:55:00,1
2019-01-14 08:43:00,1
2019-01-14 11:31:00,1
2019-01-14 15:15:00,1
2019-01-14 19:28:00,1
2019-01-14 21:12:00,1
2019-01-15 03:29:00,1
2019-01-15 04:45:00,1
2019-01-15 06:46:00,1
2019-01-15 14:51:00,1
2019-01-15 15:10:00,1
2019-01-15 16:12:00,1
2019-01-15 19:31:00,1
2019-01-16 01:41:00,1
2019-01-16 02:22:00,1
2019-01-16 04:59:00,1
2019-01-16 10:32:00,1
2019-01-16 11:09:00,1
2019-01-16 16:49:00,1
2019-01-16 22:19:00,1
2019-01-16 22:43:00,1
2019-01-17 22:40:00,1
2019-01-18 06:24:00,1
2019-01-18 09:23:00,1
2019-01-18 09:40:00,1
2019-01-18 10:16:00,1
2019-01-18 12:47:00,1
2019-01-18 19:58:00,1
2019-01-18 21:28:00,1
2019-01-19 01:35:00,1
2019-01-19 09:18:00,1
2019-01-19 12:30:00,1
2019-01-19 13:21:00,1
2019-01-19 14:08:00,2
2019-01-19 17:10:00,1
2019-01-20 06:20:00,1
2019-01-20 09:30:00,1
2019-01-20 19:19:00,1
2019-01-20 22:01:00,1
2019-01-20 22:02:00,1
2019-01-20 22:45:00,1
2019-01-21 00:03:00,1
2019-01-21 00:06:00,1
2019-01-21 05:48:00,1
2019-01-21 08:29:00,2
2019-01-21 08:30:00,5
2019-01-21 12:08:00,1
2019-01-21 13:17:00,1
2019-01-21 16:34:00,1
2019-01-21 17:48:00,1
2019-01-21 20:39:00,1
2019-01-22 00:04:00,1
2019-01-22 02:29:00,1
2019-01-22 04:46:00,1
2019-01-22 09:07:00,1
2019-01-22 09:16:00,2
2019-01-22 10:00:00,1
2019-01-22 11:07:00,1
2019-01-22 11:58:00,1
2019-01-22 15:49:00,1
2019-01-22 21:53:00,1
2019-01-23 05:33:00,1
2019-01-23 05:46:00,1
2019-01-23 07:34:00,1
2019-01-23 08:27:00,1
2019-01-23 09:08:00,1
2019-01-23 11:28:00,1
2019-01-23 11:58:00,1
2019-01-23 13:53:00,1
2019-01-23 14:24:00,1
2019-01-23 15:10:00,1
2019-01-23 20:15:00,1
2019-01-23 21:44:00,1
2019-01-23 22:44:00,1
2019-01-23 23:22:00,1
2019-01-23 23:33:00,1
2019-01-24 05:08:00,1
2019-01-24 06:14:00,1
2019-01-24 06:29:00,1
2019-01-24 06:49:00,1
2019-01-24 08:47:00,1
2019-01-24 11:58:00,1
2019-01-24 13:22:00,1
2019-01-24 15:40:00,1
2019-01-24 19:06:00,1
2019-01-24 20:47:00,1
2019-01-24 21:45:00,1
2019-01-24 22:08:00,1
2019-01-24 23:06:00,1
2019-01-25 01:30:00,1
2019-01-25 02:53:00,1
2019-01-25 05:12:00,1
2019-01-25 08:38:00,1
2019-01-25 13:43:00,1
2019-01-26 07:23:00,1
2019-01-26 09:21:00,1
2019-01-26 15:35:00,1
2019-01-26 17:38:00,1
2019-01-26 18:19:00,1
2019-01-26 22:12:00,1
2019-01-26 22:13:00,1
2019-01-26 22:14:00,1
2019-01-26 22:38:00,1
2019-01-26 23:02:00,1
2019-01-27 00:42:00,1
2019-01-27 07:52:00,1
2019-01-27 11:08:00,1
2019-01-27 11:17:00,1
2019-01-27 13:13:00,1
2019-01-27 16:12:00,1
2019-01-27 16:54:00,1
2019-01-27 18:28:00,1
2019-01-27 19:18:00,1
2019-01-27 20:13:00,1
2019-01-28 03:04:00,1
2019-01-28 08:10:00,1
2019-01-28 13:23:00,1
2019-01-28 16:13:00,1
2019-01-28 16:40:00,1
2019-01-28 20:28:00,1
2019-01-28 22:10:00,1
2019-01-29 00:16:00,1
2019-01-29 04:11:00,1
2019-01-29 04:45:00,2
2019-01-29 05:01:00,1
2019-01-29 05:12:00,1
2019-01-29 07:51:00,1
2019-01-29 09:17:00,1
2019-01-29 13:00:00,1
2019-01-29 13:30:00,1
2019-01-29 19:32:00,1
2019-01-29 21:59:00,1
2019-01-30 00:06:00,1
2019-01-30 06:59:00,1
2019-01-30 08:42:00,1
2019-01-30 11:47:00,1
2019-01-30 12:47:00,1
2019-01-30 15:28:00,1
2019-01-30 18:07:00,1
2019-01-30 18:23:00,1
2019-01-30 18:34:00,1
2019-01-30 19:14:00,1
2019-01-30 19:47:00,1
2019-01-30 20:43:00,1
2019-01-30 21:50:00,1
2019-01-30 23:00:00,1
2019-01-30 23:06:00,1
2019-01-31 00:53:00,1
2019-01-31 00:56:00,1
2019-01-31 01:06:00,1
2019-01-31 01:12:00,1
2019-01-31 02:00:00,1
2019-01-31 03:08:00,1
2019-01-31 03:47:00,1
2019-01-31 04:40:00,1
2019-01-31 05:40:00,1
2019-01-31 05:44:00,1
2019-01-31 05:47:00,1
2019-01-31 06:08:00,1
2019-01-31 06:21:00,1
2019-01-31 07:45:00,1
2019-01-31 08:47:00,1
2019-01-31 08:50:00,1
2019-01-31 09:16:00,1
2019-01-31 10:48:00,1
2019-01-31 11:49:00,1
2019-01-31 11:50:00,1
2019-01-31 12:26:00,3
2019-01-31 12:38:00,1
2019-01-31 12:40:00,1
2019-01-31 13:24:00,1
2019-01-31 15:12:00,2
2019-01-31 17:15:00,1
2019-01-31 19:19:00,1
2019-01-31 21:49:00,1
2019-02-01 00:30:00,1
2019-02-01 02:44:00,1
2019-02-01 04:53:00,1
2019-02-01 07:53:00,1
2019-02-01 08:47:00,1
2019-02-01 10:20:00,1
2019-02-01 11:06:00,1
2019-02-01 13:29:00,1
2019-02-01 13:45:00,1
2019-02-01 16:24:00,1
2019-02-01 16:26:00,1
2019-02-01 16:38:00,1
2019-02-01 16:47:00,1
2019-02-01 18:48:00,1
2019-02-01 19:20:00,1
2019-02-01 20:04:00,1
2019-02-01 20:07:00,1
2019-02-01 20:18:00,1
2019-02-01 20:57:00,1
2019-02-01 21:44:00,1
2019-02-01 22:16:00,1
2019-02-02 01:40:00,1
2019-02-02 01:57:00,1
2019-02-02 04:16:00,1
2019-02-02 04:17:00,1
2019-02-02 06:14:00,1
2019-02-02 06:58:00,1
2019-02-02 07:00:00,1
2019-02-02 07:16:00,1
2019-02-02 10:08:00,1
2019-02-02 12:56:00,3
2019-02-02 13:06:00,1
2019-02-02 13:07:00,1
2019-02-02 14:42:00,1
2019-02-02 16:12:00,1
2019-02-02 16:36:00,1
2019-02-02 18:34:00,1
2019-02-02 19:16:00,1
2019-02-02 22:36:00,1
2019-02-02 23:11:00,1
2019-02-03 00:59:00,1
2019-02-03 02:59:00,1
2019-02-03 03:01:00,1
2019-02-03 04:41:00,1
2019-02-03 05:47:00,1
2019-02-03 06:09:00,1
2019-02-03 06:46:00,1
2019-02-03 07:39:00,3
2019-02-03 07:45:00,1
2019-02-03 07:50:00,1
2019-02-03 08:17:00,1
2019-02-03 08:25:00,1
2019-02-03 08:28:00,1
2019-02-03 08:35:00,1
2019-02-03 08:46:00,1
2019-02-03 09:16:00,1
2019-02-03 09:51:00,1
2019-02-03 11:20:00,1
2019-02-03 11:21:00,1
2019-02-03 11:26:00,1
2019-02-03 16:10:00,1
2019-02-03 19:27:00,1
2019-02-03 22:27:00,1
