3,"SELECT TOP # objId, z, zErr, absMagR into mydb.MyTable_# from Photoz WHERE z BETWEEN # and # and photoErrorClass = # and nnCount> # and zErr BETWEEN # and #"
2019-06-10 12:37:00,1
2019-06-11 13:22:00,1
2019-06-13 12:45:00,1
