7,"SELECT TOP # objid, ra, dec, u, g, r, i, z FROM star WHERE r between # and #"
2019-03-01 17:51:00,2
2019-03-01 17:53:00,1
2019-03-05 21:21:00,1
2019-03-05 21:22:00,1
2019-03-05 21:23:00,1
2019-03-05 21:36:00,1
