3,"SELECT sp.specobjid, sp.bestobjid, sp.plate, sp.mjd, sp.fiberid, sp.ra, sp.dec FROM SpecObjAll AS sp WHERE (sp.plate = # and sp.mjd = # and sp.fiberid = #)"
2019-08-13 18:00:00,1
2019-08-13 18:01:00,1
2019-08-13 18:15:00,1
