4,"SELECT TOP # s.specobjid, s.class, s.z as redshift, s.ra, s.dec FROM SpecObj AS s where s.z > # and s.class = GALAXY"
2019-09-26 21:11:00,1
2019-09-26 21:14:00,1
2019-09-26 21:19:00,1
2019-09-26 21:23:00,1
