6,"SELECT u.up_name as name, s.plate, s.mjd, s.fiberid FROM #upload u JOIN #x x ON x.up_id = u.up_id JOIN SpecObjAll s ON s.specObjID = x.specObjID ##', @log = #, @filter = #"
2019-09-20 07:18:00,1
2019-09-20 07:38:00,1
2019-09-20 07:48:00,1
2019-09-20 08:17:00,1
2019-09-20 08:58:00,2
