204,"SELECT TOP # # + cast (p.objId as varchar (#) ) +# + cast (p.objId as varchar (#) ) + # as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetObjFromRect (#, #, #, #) n, PhotoPrimary p WHERE n.objID = p.objID"
2019-06-10 08:35:00,1
2019-06-10 22:48:00,1
2019-06-17 00:03:00,1
2019-06-19 05:42:00,1
2019-06-19 05:45:00,2
2019-06-20 04:22:00,1
2019-06-23 04:40:00,1
2019-07-01 16:40:00,1
2019-07-01 16:41:00,3
2019-07-08 11:22:00,1
2019-07-08 11:26:00,1
2019-07-09 00:05:00,1
2019-07-09 00:20:00,1
2019-07-12 07:11:00,1
2019-07-13 17:14:00,1
2019-07-17 01:44:00,1
2019-07-31 00:07:00,1
2019-08-04 12:20:00,1
2019-08-04 14:08:00,1
2019-08-04 14:09:00,1
2019-08-05 15:24:00,1
2019-08-21 15:24:00,1
2019-08-22 09:37:00,1
2019-08-22 14:21:00,1
2019-08-24 05:53:00,1
2019-08-24 06:11:00,1
2019-08-24 06:28:00,1
2019-08-31 14:41:00,3
2019-08-31 15:17:00,2
2019-08-31 15:18:00,5
2019-09-16 21:52:00,1
2019-09-25 12:03:00,1
2019-09-28 16:19:00,1
2019-10-03 05:55:00,1
2019-10-03 16:56:00,1
2019-10-09 11:53:00,1
2019-10-09 12:00:00,1
2019-10-13 00:32:00,1
2019-10-14 13:41:00,1
2019-10-17 05:45:00,1
2019-10-17 14:54:00,1
2019-10-19 06:06:00,2
2019-10-21 11:15:00,1
2019-10-23 14:20:00,1
2019-10-25 22:43:00,1
2019-10-25 22:44:00,1
2019-10-29 17:09:00,1
2019-10-29 17:13:00,1
2019-11-02 00:31:00,1
2019-11-04 14:12:00,1
2019-11-04 14:21:00,2
2019-11-04 14:22:00,1
2019-11-07 16:30:00,2
2019-11-12 14:17:00,2
2019-11-14 17:35:00,1
2019-11-14 17:37:00,1
2019-11-17 06:57:00,1
2019-11-20 11:06:00,1
2019-11-23 18:41:00,1
2019-11-25 02:02:00,1
2019-12-05 22:24:00,1
2019-12-06 11:14:00,1
2019-12-08 06:55:00,1
2019-12-08 09:30:00,1
2019-12-08 09:31:00,1
2019-12-08 09:32:00,2
2019-12-09 04:16:00,1
2019-12-09 04:28:00,1
2019-12-09 15:28:00,1
2019-12-09 15:46:00,1
2019-12-09 15:59:00,1
2019-12-09 20:47:00,1
2019-12-10 19:26:00,1
2019-12-13 08:39:00,1
2019-12-24 01:13:00,1
2019-12-27 17:09:00,1
2019-12-30 09:27:00,1
2019-12-30 09:28:00,1
