10,"SELECT objid, ra, dec FROM PhotoPrimary WHERE objid = #"
2019-03-27 02:51:00,1
2019-03-27 02:57:00,1
2019-03-27 03:36:00,2
2019-03-27 03:37:00,1
2019-03-27 03:39:00,3
2019-03-27 04:02:00,2
