10,"create table ParametersS (hash bigint not # primary key , algo varchar (#) not # , qmin float not # , qmax float not # , day tinyint not # , progress tinyint not # , pmt varchar (max) not #)"
2019-02-09 18:17:00,1
2019-02-09 18:31:00,1
2019-02-09 18:34:00,1
2019-02-09 18:50:00,1
2019-02-09 18:52:00,1
2019-02-09 18:53:00,1
2019-02-09 18:54:00,1
2019-02-09 18:55:00,1
2019-02-09 18:57:00,1
2019-02-09 19:03:00,1
