2,"SELECT TOP # p.objid, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i, p.Err_i, p.z, p.Err_z , p.extinction_i, s.specobjid , s.z AS zs, s.class, s.subclass, s.zErr, s.elodieBV as B_V, w.w1mag AS w1, w.w1sigmag as w1_sig, w.w2mag AS w2, w.w2sigmag as w2_sig from WISE_xmatch AS xm JOIN photoObjAll AS p ON xm.sdss_objid = p.objid JOIN WISE_allsky AS w ON xm.wise_cntr = w.cntr JOIN SpecObjAll AS s ON s.bestobjid = p.objid where (s.class = #) AND #< s.z AND s.z< =# AND p.u> # AND p.g> # AND p.r> # AND p.i > # AND p.z > # ANd w.w1 > # AND w.w2 > # AND p.u< # AND p.g< # AND p.r< # AND p.i < # AND p.z < # ANd w.w1 < # AND w.w2 < # AND p.extinction_i ! = # AND p.extinction_i ! = # AND p.Err_u ! = # AND p.Err_g ! = # AND p.Err_r ! = # AND p.Err_i ! = # AND p.Err_z ! = # AND s.zErr ! = # AND w.w1_sig ! = # AND w.w2_sig ! = # AND p.Err_u ! = # AND p.Err_g ! = # AND p.Err_r ! = # AND p.Err_i ! = # AND p.Err_z ! = # AND s.zErr ! = # AND w.w1_sig ! = # AND w.w2_sig ! = #"
2019-09-09 04:19:00,1
2019-09-09 04:21:00,1
