7,SELECT * FROM G1#
2019-02-27 02:25:00,1
2019-02-27 02:30:00,2
2019-04-26 06:10:00,1
2019-04-26 06:11:00,1
2019-04-26 06:15:00,1
2019-09-16 08:25:00,1
