13,"select p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z from galaxy p, dbo.fgetNearByObjEq (#, # , #) n where p.objid = n.objid"
2019-06-03 06:32:00,1
2019-06-03 07:03:00,1
2019-06-03 07:08:00,1
2019-06-03 07:10:00,1
2019-06-03 07:11:00,1
2019-06-03 07:13:00,1
2019-06-03 07:15:00,1
2019-06-03 07:16:00,1
2019-06-03 07:22:00,1
2019-06-03 07:23:00,1
2019-06-03 07:25:00,1
2019-06-03 07:36:00,1
2019-06-03 07:38:00,1
