8,select top # * from optw.tamass.[TRACTS]
2019-10-27 17:30:00,2
2019-10-31 09:15:00,1
2019-11-24 10:09:00,1
2019-12-07 14:54:00,1
2019-12-15 11:53:00,2
2019-12-15 11:54:00,1
