9,select top # * from [exp_model]
2019-05-08 16:06:00,1
2019-05-08 16:09:00,1
2019-05-08 16:14:00,1
2019-05-08 16:30:00,1
2019-05-08 16:36:00,1
2019-05-08 18:44:00,1
2019-05-10 11:56:00,1
2019-05-10 11:57:00,2
