14,"SELECT TOP # objID, ra , dec FROM PhotoPrimary WHERE ra > .# and ra < .# AND dec > # and dec < # AND type = #"
2019-10-22 04:03:00,3
2019-10-22 04:04:00,1
2019-10-22 04:05:00,2
2019-10-31 18:57:00,1
2019-10-31 18:58:00,1
2019-10-31 19:02:00,5
2019-10-31 19:03:00,1
