24,SELECT * FROM A1#
2019-04-19 14:55:00,1
2019-04-19 14:56:00,2
2019-04-19 17:52:00,2
2019-04-19 17:55:00,1
2019-04-19 17:56:00,3
2019-05-14 09:55:00,2
2019-05-14 09:56:00,1
2019-05-14 09:57:00,2
2019-05-14 10:13:00,1
2019-05-17 14:26:00,1
2019-07-17 12:13:00,1
2019-07-17 14:46:00,1
2019-08-09 16:21:00,1
2019-08-10 19:24:00,1
2019-08-12 09:07:00,1
2019-08-12 09:15:00,1
2019-08-22 11:51:00,1
2019-12-15 14:00:00,1
