5,"SELECT (.#* (p.g - p.r) +.#) as Color, ( (p.g+.#* (p.g-p.r) +.#) - #* (LOG (# * # * (s.z/#) , #) #) ) as AbsMagnitude FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE s.class = # AND (# * (s.z/#) )< # AND (# * (s.z/#) )> # AND (.#* (p.g - p.r) +.#) < # AND ( (p.g+.#* (p.g-p.r) +.#) - #* (LOG (# * # * (s.z/#) , #) #) ) < #"
2019-03-08 16:51:00,1
2019-03-08 16:58:00,1
2019-03-08 16:59:00,1
2019-03-08 17:05:00,1
2019-03-08 17:12:00,1
