7,select top # * from specobjall where class = #
2019-06-26 04:01:00,1
2019-07-15 03:59:00,2
2019-07-15 04:23:00,1
2019-10-11 03:25:00,1
2019-10-11 03:34:00,1
2019-10-11 03:39:00,1
