11,"select objID, ra, dec, type, r, g from PhotoObj where ra BETWEEN # and # AND dec BETWEEN # and # AND type = #"
2019-12-05 15:14:00,1
2019-12-05 15:15:00,1
2019-12-05 15:17:00,1
2019-12-05 15:18:00,1
2019-12-05 15:20:00,1
2019-12-05 15:21:00,1
2019-12-06 01:51:00,1
2019-12-06 02:52:00,1
2019-12-08 19:10:00,1
2019-12-08 19:11:00,2
