12,select * from A1#_spec_DR1#
2019-03-19 17:13:00,1
2019-03-19 17:17:00,3
2019-03-19 17:18:00,2
2019-03-19 17:31:00,1
2019-03-19 17:35:00,1
2019-03-19 17:36:00,4
