2,"select top # SpecObjID, ra, dec, z, logMass, chi2, ssfr, metallicity from stellarMassFSPSGranEarlyDust where chi2 BETWEEN # and # AND ssfr < > # AND ssfr/logMass BETWEEN # and # and logMass BETWEEN # and #"
2019-01-03 20:55:00,1
2019-01-04 19:23:00,1
