7,select top # * from optw.tamass.EARNINGS
2019-10-26 15:13:00,1
2019-10-26 18:49:00,1
2019-10-27 08:31:00,1
2019-10-27 13:37:00,2
2019-10-27 13:38:00,1
2019-10-27 15:52:00,1
