13,"select z, specObjID, ra, dec from SpecPhotoAll where ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-19 17:07:00,1
2019-04-19 17:12:00,2
2019-04-19 17:18:00,1
2019-04-19 17:20:00,1
2019-04-19 17:22:00,1
2019-04-19 17:26:00,1
2019-04-19 17:36:00,1
2019-04-19 17:43:00,1
2019-04-19 17:53:00,1
2019-04-19 17:59:00,1
2019-04-19 21:59:00,1
2019-04-19 22:23:00,1
