15,"SELECT deVMag_u, deVMag_g, deVMag_r, deVMag_i, deVMagErr_u, deVMagErr_g, deVMagErr_r, deVMagErr_i FROM PhotoObjAll WHERE objID = #"
2019-03-20 16:42:00,1
2019-03-20 16:44:00,2
2019-03-20 16:45:00,2
2019-03-20 16:46:00,3
2019-03-20 16:47:00,2
2019-03-20 16:48:00,2
2019-03-20 16:49:00,3
