12,"SELECT TOP # s.specObjID, n.distance AS offset, s.class, s.subclass, s.z AS redshift, s.zErr AS redshift_err, s.velDisp, s.velDispErr FROM fGetNearbySpecObjEq (#, #, #) n JOIN SpecObj s ON n.specObjID = s.specObjID ORDER BY offset"
2019-02-28 02:27:00,2
2019-02-28 02:28:00,2
2019-02-28 02:29:00,4
2019-02-28 02:31:00,4
