8,select top # * from [petroA_group]
2019-10-22 02:29:00,1
2019-10-23 04:41:00,1
2019-12-20 02:07:00,1
2019-12-20 02:15:00,2
2019-12-20 02:33:00,1
2019-12-20 02:35:00,1
2019-12-20 02:43:00,1
