17,SELECT count (#) from
2019-01-06 07:47:00,1
2019-01-06 07:48:00,1
2019-01-06 07:50:00,1
2019-01-06 07:51:00,1
2019-01-06 07:52:00,1
2019-01-06 08:14:00,2
2019-01-06 08:15:00,2
2019-01-06 08:17:00,1
2019-01-06 08:18:00,3
2019-01-06 08:19:00,2
2019-01-06 08:20:00,1
2019-01-06 08:29:00,1
