23,"SELECT TOP # ra, dec FROM SpecObj WHERE class = # AND subclass = #"
2019-11-12 16:09:00,2
2019-11-12 16:10:00,1
2019-11-12 16:15:00,2
2019-11-12 16:16:00,1
2019-11-12 16:18:00,1
2019-11-12 16:23:00,1
2019-11-12 16:24:00,1
2019-11-12 16:25:00,2
2019-11-12 16:26:00,2
2019-11-12 16:27:00,1
2019-11-12 16:28:00,1
2019-11-13 11:56:00,2
2019-11-13 11:59:00,2
2019-11-14 13:42:00,1
2019-11-14 13:54:00,1
2019-11-14 14:05:00,1
2019-11-14 14:19:00,1
