3,"select p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.z as redshift, s.specobjid, s.plate, s.mjd, s.fiberid from photoobj p, specobj s where p.objid = s.bestobjid"
2019-01-29 10:29:00,1
2019-02-03 12:13:00,1
2019-08-27 09:12:00,1
