3,"SELECT p.objID, p.ra, p.dec, dbo.fPhotoTypeN (p.type) as type FROM #upload u JOIN #x x ON x.up_id = u.up_id JOIN PhotoObjAll p ON p.objID = x.objID WHERE ( ((p.psfMag_r - p.modelMag_r) < # AND p.psfMag_r < #) OR (p.parentID = #) ) AND p.probPSF = # ORDER BY x.up_id ##', @log = #, @filter = #"
2019-11-28 14:16:00,1
2019-11-28 14:18:00,1
2019-11-28 16:22:00,1
