9,"select top # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z from star p"
2019-02-04 00:49:00,1
2019-03-05 19:34:00,1
2019-03-26 17:45:00,1
2019-04-02 07:44:00,1
2019-04-02 07:51:00,1
2019-04-02 08:26:00,1
2019-05-31 15:38:00,1
2019-06-25 13:56:00,1
2019-07-11 04:46:00,1
