5,"SELECT TOP # po.objid, po.ra, po.dec, po.u, po.g, po.r, po.i, po.z, po.run, po.rerun, po.camcol, po.field, sp.specobjid, sp.class, sp.z as redshift, sp.plate, sp.mjd, sp.fiberid FROM PhotoObj AS po JOIN SpecObj AS sp ON sp.bestobjid = po.objid WHERE po.u BETWEEN # AND # AND g BETWEEN # AND #"
2019-07-10 15:52:00,1
2019-07-10 15:53:00,1
2019-07-21 16:35:00,1
2019-07-21 16:36:00,1
2019-07-21 16:38:00,1
