8,"SELECT FLOOR (petroMag_r-#*log1# (dbo.fCosmoDl (s.z) )#-extinction_r) as M, COUNT (*) as count FROM SpecObj s INNER JOIN PhotoObj ON s.bestObjID = PhotoObj.ObjID WHERE s.z BETWEEN # AND # AND objTypeName = # GROUP BY FLOOR (petroMag_r-#*log1# (dbo.fCosmoDl (s.z) )#-extinction_r) ORDER BY #"
2019-01-19 08:50:00,1
2019-01-19 08:51:00,1
2019-01-19 08:53:00,1
2019-01-20 15:40:00,1
2019-01-23 14:56:00,1
2019-01-23 15:00:00,1
2019-01-23 15:01:00,2
