3,"SELECT TOP # G.modelFlux_g, G.modelFlux_r, G.modelFlux_i, G.modelFlux_z FROM dbo.fGetNearbyObjEq (#, #, #) AS GN JOIN Galaxy AS G ON GN.objID = G.objID JOIN PhotoTag AS pt ON pt.objID = G.objID JOIN Photoz AS pz ON GN.objID = pz.objID ORDER by distance"
2019-03-28 14:21:00,1
2019-03-28 14:35:00,1
2019-03-28 14:50:00,1
