13,SELECT * FROM Mag2#_#all
2019-12-09 07:20:00,1
2019-12-09 07:23:00,2
2019-12-09 07:28:00,1
2019-12-09 07:35:00,1
2019-12-09 07:36:00,1
2019-12-09 11:02:00,2
2019-12-09 11:05:00,1
2019-12-09 11:09:00,2
2019-12-09 11:13:00,2
