4,"select top # objID, ra, dec, u, g, r, i, z from galaxy where ra BETWEEN # and # AND g < # AND u - g > #"
2019-06-19 22:26:00,1
2019-07-17 05:54:00,1
2019-07-30 14:41:00,1
2019-09-23 14:17:00,1
