11,select top # * from [SDSS_gal_#]
2019-01-23 13:45:00,1
2019-01-23 13:47:00,1
2019-01-23 13:49:00,1
2019-01-23 13:50:00,1
2019-02-04 12:20:00,1
2019-02-04 12:21:00,1
2019-03-05 16:41:00,1
2019-03-06 12:09:00,1
2019-04-05 16:09:00,1
2019-04-05 16:14:00,1
2019-04-10 11:25:00,1
